source,section,requirement,owning_goal,implementation_location,authoritative_evidence,result,remediation,final_evidence
docs/magic-implements-plan.md:200,Binding frame,"a charge vessel position,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:201,Binding frame,"a containment boundary,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:202,Binding frame,access to ordinary tools and heat where a recipe needs them.,5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:209,Binding frame,"assemble/disassemble a wand,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:210,Binding frame,"install/remove a focus,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:211,Binding frame,"bind a charm,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:212,Binding frame,"transfer charge between local reservoirs,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:213,Binding frame,"discharge an implement safely into the environment or a vessel,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:214,Binding frame,"inspect strain and component compatibility,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:215,Binding frame,"repair with matching materials,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:216,Binding frame,run a low-power calibration pulse.,5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:229,Charge vessel,"has a finite capacity and pressure/strain state,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:230,Charge vessel,"must be physically adjacent to a frame or conductor endpoint,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:231,Charge vessel,"leaks according to construction and damage,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:232,Charge vessel,"displays state through light, sound, and instrument reading,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:233,Charge vessel,"can be dismantled safely with the right tool,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:234,Charge vessel,fails visibly if overfilled.,5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:242,Conductor,"Transfer has capacity, loss/dross, direction, and update bounds.",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:243,Conductor,"Networks are local, physically built, and server simulated.",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:244,Conductor,Every connected component has a size/budget cap or incremental solver.,5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:245,Conductor,Breaking one segment changes connectivity deterministically.,5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
